task_id,variant,kind,passed,failed,baseline_cost,baseline_points,mapping
176,flip_lr,geometry,0,25,7920,16.022853515191528,
176,flip_ud,geometry,0,25,7920,16.022853515191528,
176,identity,geometry,0,25,7920,16.022853515191528,
176,rot180,geometry,0,25,7920,16.022853515191528,
176,rot90_ccw_py,geometry,0,25,7920,16.022853515191528,
176,rot90_cw_py,geometry,0,25,7920,16.022853515191528,
176,transpose,geometry,0,25,7920,16.022853515191528,
292,flip_lr,geometry,0,28,6305,16.250901751600978,
292,flip_ud,geometry,0,28,6305,16.250901751600978,
292,identity,geometry,0,28,6305,16.250901751600978,
292,rot180,geometry,0,28,6305,16.250901751600978,
292,rot90_ccw_py,geometry,0,28,6305,16.250901751600978,
292,rot90_cw_py,geometry,0,28,6305,16.250901751600978,
292,transpose,geometry,0,28,6305,16.250901751600978,
336,flip_lr,geometry,0,31,6036,16.294503180112258,
336,flip_ud,geometry,0,31,6036,16.294503180112258,
336,identity,geometry,0,31,6036,16.294503180112258,
336,rot180,geometry,0,31,6036,16.294503180112258,
336,rot90_ccw_py,geometry,0,31,6036,16.294503180112258,
336,rot90_cw_py,geometry,0,31,6036,16.294503180112258,
336,transpose,geometry,0,31,6036,16.294503180112258,
376,flip_lr,geometry,0,39,23413,14.938953297362508,
376,flip_ud,geometry,0,39,23413,14.938953297362508,
376,identity,geometry,0,39,23413,14.938953297362508,
376,rot180,geometry,0,39,23413,14.938953297362508,
376,rot90_ccw_py,geometry,0,39,23413,14.938953297362508,
376,rot90_cw_py,geometry,0,39,23413,14.938953297362508,
376,transpose,geometry,0,39,23413,14.938953297362508,
56,flip_lr,geometry,0,46,213,19.638707834290575,
56,flip_ud,geometry,0,46,213,19.638707834290575,
56,identity,geometry,0,46,213,19.638707834290575,
56,rot180,geometry,0,46,213,19.638707834290575,
56,rot90_ccw_py,geometry,0,46,213,19.638707834290575,
56,rot90_cw_py,geometry,0,46,213,19.638707834290575,
56,transpose,geometry,0,46,213,19.638707834290575,
53,flip_ud,geometry,7,53,30,21.598802618337846,
171,flip_lr,geometry,0,54,910,18.186555400489105,
171,flip_ud,geometry,0,54,910,18.186555400489105,
171,identity,geometry,0,54,910,18.186555400489105,
171,rot180,geometry,0,54,910,18.186555400489105,
171,rot90_ccw_py,geometry,0,54,910,18.186555400489105,
171,rot90_cw_py,geometry,0,54,910,18.186555400489105,
171,transpose,geometry,0,54,910,18.186555400489105,
375,flip_lr,geometry,0,58,15172,15.372793097191211,
375,flip_ud,geometry,0,58,15172,15.372793097191211,
375,identity,geometry,0,58,15172,15.372793097191211,
375,rot180,geometry,0,58,15172,15.372793097191211,
375,rot90_ccw_py,geometry,0,58,15172,15.372793097191211,
375,rot90_cw_py,geometry,0,58,15172,15.372793097191211,
375,transpose,geometry,0,58,15172,15.372793097191211,
53,rot180,geometry,2,58,30,21.598802618337846,
53,flip_lr,geometry,0,60,30,21.598802618337846,
53,identity,geometry,0,60,30,21.598802618337846,
53,rot90_ccw_py,geometry,0,60,30,21.598802618337846,
53,rot90_cw_py,geometry,0,60,30,21.598802618337846,
53,transpose,geometry,0,60,30,21.598802618337846,
235,flip_lr,geometry,0,69,1338,17.801068759311825,
235,flip_ud,geometry,0,69,1338,17.801068759311825,
235,identity,geometry,0,69,1338,17.801068759311825,
235,rot180,geometry,0,69,1338,17.801068759311825,
235,rot90_ccw_py,geometry,0,69,1338,17.801068759311825,
235,rot90_cw_py,geometry,0,69,1338,17.801068759311825,
235,transpose,geometry,0,69,1338,17.801068759311825,
373,flip_lr,geometry,0,75,524,18.738508315678956,
373,flip_ud,geometry,0,75,524,18.738508315678956,
373,identity,geometry,0,75,524,18.738508315678956,
373,rot180,geometry,0,75,524,18.738508315678956,
373,rot90_ccw_py,geometry,0,75,524,18.738508315678956,
373,rot90_cw_py,geometry,0,75,524,18.738508315678956,
373,transpose,geometry,0,75,524,18.738508315678956,
200,flip_lr,geometry,0,84,8306,15.975266575809302,
200,flip_ud,geometry,0,84,8306,15.975266575809302,
200,identity,geometry,0,84,8306,15.975266575809302,
200,rot180,geometry,0,84,8306,15.975266575809302,
200,rot90_ccw_py,geometry,0,84,8306,15.975266575809302,
200,rot90_cw_py,geometry,0,84,8306,15.975266575809302,
200,transpose,geometry,0,84,8306,15.975266575809302,
226,flip_lr,geometry,0,133,5559,16.37682648504653,
226,flip_ud,geometry,0,133,5559,16.37682648504653,
226,identity,geometry,0,133,5559,16.37682648504653,
226,rot180,geometry,0,133,5559,16.37682648504653,
226,rot90_ccw_py,geometry,0,133,5559,16.37682648504653,
226,rot90_cw_py,geometry,0,133,5559,16.37682648504653,
226,transpose,geometry,0,133,5559,16.37682648504653,
102,identity,geometry,115,152,12607,15.55799250576873,
45,identity,geometry,100,165,7428,16.0869880775274,
323,flip_lr,geometry,0,172,4533,16.58086074905915,
323,flip_ud,geometry,0,172,4533,16.58086074905915,
323,identity,geometry,0,172,4533,16.58086074905915,
323,rot180,geometry,0,172,4533,16.58086074905915,
323,rot90_ccw_py,geometry,0,172,4533,16.58086074905915,
323,rot90_cw_py,geometry,0,172,4533,16.58086074905915,
323,transpose,geometry,0,172,4533,16.58086074905915,
84,flip_lr,geometry,0,175,19513,15.121163810905001,
84,flip_ud,geometry,0,175,19513,15.121163810905001,
84,identity,geometry,0,175,19513,15.121163810905001,
84,rot180,geometry,0,175,19513,15.121163810905001,
84,rot90_ccw_py,geometry,0,175,19513,15.121163810905001,
84,rot90_cw_py,geometry,0,175,19513,15.121163810905001,
84,transpose,geometry,0,175,19513,15.121163810905001,
112,identity,geometry,69,197,59270,14.010141445218116,
103,flip_lr,geometry,0,223,193,19.737309811095116,
103,flip_ud,geometry,0,223,193,19.737309811095116,
103,identity,geometry,0,223,193,19.737309811095116,
103,rot180,geometry,0,223,193,19.737309811095116,
103,rot90_ccw_py,geometry,0,223,193,19.737309811095116,
103,rot90_cw_py,geometry,0,223,193,19.737309811095116,
103,transpose,geometry,0,223,193,19.737309811095116,
380,flip_lr,geometry,38,229,728,18.409698951803314,
380,transpose,geometry,37,230,728,18.409698951803314,
380,flip_ud,geometry,22,245,728,18.409698951803314,
241,rot180,geometry,19,247,0,25.0,
122,flip_ud,geometry,12,254,2510,17.17196196787417,
87,transpose,geometry,12,254,368,19.09191706183107,
87,flip_ud,geometry,11,255,368,19.09191706183107,
122,flip_lr,geometry,10,256,2510,17.17196196787417,
179,rot180,geometry,11,256,0,25.0,
87,flip_lr,geometry,9,257,368,19.09191706183107,
179,rot90_cw_py,geometry,9,258,0,25.0,
50,identity,geometry,12,259,9475,15.843587970049374,
380,rot90_cw_py,geometry,8,259,728,18.409698951803314,
179,rot90_ccw_py,geometry,7,260,0,25.0,
112,flip_lr,geometry,5,261,59270,14.010141445218116,
112,flip_ud,geometry,4,262,59270,14.010141445218116,
69,flip_lr,geometry,0,264,79246,13.719687782720406,
69,flip_ud,geometry,0,264,79246,13.719687782720406,
69,identity,geometry,0,264,79246,13.719687782720406,
69,rot180,geometry,0,264,79246,13.719687782720406,
69,rot90_ccw_py,geometry,0,264,79246,13.719687782720406,
69,rot90_cw_py,geometry,0,264,79246,13.719687782720406,
69,transpose,geometry,0,264,79246,13.719687782720406,
301,flip_lr,geometry,2,264,64988,13.91804208355036,
345,flip_lr,geometry,0,264,11716,15.631289292052376,
345,flip_ud,geometry,0,264,11716,15.631289292052376,
345,identity,geometry,0,264,11716,15.631289292052376,
345,rot180,geometry,0,264,11716,15.631289292052376,
345,rot90_ccw_py,geometry,0,264,11716,15.631289292052376,
345,rot90_cw_py,geometry,0,264,11716,15.631289292052376,
345,transpose,geometry,0,264,11716,15.631289292052376,
39,flip_lr,geometry,0,264,7772,16.04171718950267,
39,flip_ud,geometry,0,264,7772,16.04171718950267,
39,identity,geometry,0,264,7772,16.04171718950267,
39,rot180,geometry,0,264,7772,16.04171718950267,
39,rot90_ccw_py,geometry,0,264,7772,16.04171718950267,
39,rot90_cw_py,geometry,0,264,7772,16.04171718950267,
39,transpose,geometry,0,264,7772,16.04171718950267,
122,rot180,geometry,2,264,2510,17.17196196787417,
81,flip_lr,geometry,0,264,2307,17.256296741826247,
81,flip_ud,geometry,0,264,2307,17.256296741826247,
81,identity,geometry,0,264,2307,17.256296741826247,
81,rot180,geometry,0,264,2307,17.256296741826247,
81,rot90_ccw_py,geometry,0,264,2307,17.256296741826247,
81,rot90_cw_py,geometry,0,264,2307,17.256296741826247,
81,transpose,geometry,0,264,2307,17.256296741826247,
267,flip_lr,geometry,0,264,1255,17.865109148434115,
267,flip_ud,geometry,0,264,1255,17.865109148434115,
267,identity,geometry,0,264,1255,17.865109148434115,
267,rot180,geometry,0,264,1255,17.865109148434115,
267,rot90_ccw_py,geometry,0,264,1255,17.865109148434115,
267,rot90_cw_py,geometry,0,264,1255,17.865109148434115,
267,transpose,geometry,0,264,1255,17.865109148434115,
286,flip_lr,geometry,0,265,110902,13.383597792559053,
286,flip_ud,geometry,0,265,110902,13.383597792559053,
286,identity,geometry,0,265,110902,13.383597792559053,
286,rot180,geometry,0,265,110902,13.383597792559053,
286,rot90_ccw_py,geometry,0,265,110902,13.383597792559053,
286,rot90_cw_py,geometry,0,265,110902,13.383597792559053,
286,transpose,geometry,0,265,110902,13.383597792559053,
159,flip_lr,geometry,0,265,89501,13.597994922615115,
159,flip_ud,geometry,0,265,89501,13.597994922615115,
159,identity,geometry,0,265,89501,13.597994922615115,
159,rot180,geometry,0,265,89501,13.597994922615115,
159,rot90_ccw_py,geometry,0,265,89501,13.597994922615115,
159,rot90_cw_py,geometry,0,265,89501,13.597994922615115,
159,transpose,geometry,0,265,89501,13.597994922615115,
9,flip_lr,geometry,0,265,81241,13.69482467517415,
9,flip_ud,geometry,0,265,81241,13.69482467517415,
9,identity,geometry,0,265,81241,13.69482467517415,
9,rot180,geometry,0,265,81241,13.69482467517415,
9,rot90_ccw_py,geometry,0,265,81241,13.69482467517415,
9,rot90_cw_py,geometry,0,265,81241,13.69482467517415,
9,transpose,geometry,0,265,81241,13.69482467517415,
285,flip_lr,geometry,0,265,81220,13.695083198759711,
285,flip_ud,geometry,0,265,81220,13.695083198759711,
285,identity,geometry,0,265,81220,13.695083198759711,
285,rot180,geometry,0,265,81220,13.695083198759711,
285,rot90_ccw_py,geometry,0,265,81220,13.695083198759711,
285,rot90_cw_py,geometry,0,265,81220,13.695083198759711,
285,transpose,geometry,0,265,81220,13.695083198759711,
303,flip_lr,geometry,0,265,80710,13.701382237681582,
303,flip_ud,geometry,0,265,80710,13.701382237681582,
303,identity,geometry,0,265,80710,13.701382237681582,
303,rot180,geometry,0,265,80710,13.701382237681582,
303,rot90_ccw_py,geometry,0,265,80710,13.701382237681582,
303,rot90_cw_py,geometry,0,265,80710,13.701382237681582,
303,transpose,geometry,0,265,80710,13.701382237681582,
36,flip_lr,geometry,0,265,79962,13.710693199192217,
36,flip_ud,geometry,0,265,79962,13.710693199192217,
36,identity,geometry,0,265,79962,13.710693199192217,
36,rot180,geometry,0,265,79962,13.710693199192217,
36,rot90_ccw_py,geometry,0,265,79962,13.710693199192217,
36,rot90_cw_py,geometry,0,265,79962,13.710693199192217,
36,transpose,geometry,0,265,79962,13.710693199192217,
157,flip_lr,geometry,0,265,79930,13.711093469379936,
157,flip_ud,geometry,0,265,79930,13.711093469379936,
157,identity,geometry,0,265,79930,13.711093469379936,
157,rot180,geometry,0,265,79930,13.711093469379936,
157,rot90_ccw_py,geometry,0,265,79930,13.711093469379936,
157,rot90_cw_py,geometry,0,265,79930,13.711093469379936,
157,transpose,geometry,0,265,79930,13.711093469379936,
264,flip_lr,geometry,0,265,79536,13.716034971665547,
264,flip_ud,geometry,0,265,79536,13.716034971665547,
264,identity,geometry,0,265,79536,13.716034971665547,
264,rot180,geometry,0,265,79536,13.716034971665547,
264,rot90_ccw_py,geometry,0,265,79536,13.716034971665547,
264,rot90_cw_py,geometry,0,265,79536,13.716034971665547,
264,transpose,geometry,0,265,79536,13.716034971665547,
358,flip_lr,geometry,0,265,78978,13.723075388346537,
358,flip_ud,geometry,0,265,78978,13.723075388346537,
358,identity,geometry,0,265,78978,13.723075388346537,
358,rot180,geometry,0,265,78978,13.723075388346537,
358,rot90_ccw_py,geometry,0,265,78978,13.723075388346537,
358,rot90_cw_py,geometry,0,265,78978,13.723075388346537,
358,transpose,geometry,0,265,78978,13.723075388346537,
85,flip_lr,geometry,0,265,78662,13.727084528453883,
85,flip_ud,geometry,0,265,78662,13.727084528453883,
85,identity,geometry,0,265,78662,13.727084528453883,
85,rot180,geometry,0,265,78662,13.727084528453883,
85,rot90_ccw_py,geometry,0,265,78662,13.727084528453883,
85,rot90_cw_py,geometry,0,265,78662,13.727084528453883,
85,transpose,geometry,0,265,78662,13.727084528453883,
71,flip_lr,geometry,0,265,76482,13.755189301989024,
71,flip_ud,geometry,0,265,76482,13.755189301989024,
71,identity,geometry,0,265,76482,13.755189301989024,
71,rot180,geometry,0,265,76482,13.755189301989024,
71,rot90_ccw_py,geometry,0,265,76482,13.755189301989024,
71,rot90_cw_py,geometry,0,265,76482,13.755189301989024,
71,transpose,geometry,0,265,76482,13.755189301989024,
255,flip_lr,geometry,0,265,74403,13.782748457411104,
255,flip_ud,geometry,0,265,74403,13.782748457411104,
255,identity,geometry,0,265,74403,13.782748457411104,
255,rot180,geometry,0,265,74403,13.782748457411104,
255,rot90_ccw_py,geometry,0,265,74403,13.782748457411104,
255,rot90_cw_py,geometry,0,265,74403,13.782748457411104,
255,transpose,geometry,0,265,74403,13.782748457411104,
51,flip_lr,geometry,0,265,68437,13.866331106969804,
51,flip_ud,geometry,0,265,68437,13.866331106969804,
51,identity,geometry,0,265,68437,13.866331106969804,
51,rot180,geometry,0,265,68437,13.866331106969804,
51,rot90_ccw_py,geometry,0,265,68437,13.866331106969804,
51,rot90_cw_py,geometry,0,265,68437,13.866331106969804,
51,transpose,geometry,0,265,68437,13.866331106969804,
243,flip_lr,geometry,0,265,67878,13.874532744845478,
243,flip_ud,geometry,0,265,67878,13.874532744845478,
243,identity,geometry,0,265,67878,13.874532744845478,
243,rot180,geometry,0,265,67878,13.874532744845478,
243,rot90_ccw_py,geometry,0,265,67878,13.874532744845478,
243,rot90_cw_py,geometry,0,265,67878,13.874532744845478,
243,transpose,geometry,0,265,67878,13.874532744845478,
165,flip_lr,geometry,0,265,67524,13.87976163077872,
165,flip_ud,geometry,0,265,67524,13.87976163077872,
165,identity,geometry,0,265,67524,13.87976163077872,
165,rot180,geometry,0,265,67524,13.87976163077872,
165,rot90_ccw_py,geometry,0,265,67524,13.87976163077872,
165,rot90_cw_py,geometry,0,265,67524,13.87976163077872,
165,transpose,geometry,0,265,67524,13.87976163077872,
306,flip_lr,geometry,0,265,64444,13.926448091389123,
306,flip_ud,geometry,0,265,64444,13.926448091389123,
306,identity,geometry,0,265,64444,13.926448091389123,
306,rot180,geometry,0,265,64444,13.926448091389123,
306,rot90_ccw_py,geometry,0,265,64444,13.926448091389123,
306,rot90_cw_py,geometry,0,265,64444,13.926448091389123,
306,transpose,geometry,0,265,64444,13.926448091389123,
177,flip_lr,geometry,0,265,61194,13.978195575521427,
177,flip_ud,geometry,0,265,61194,13.978195575521427,
177,identity,geometry,0,265,61194,13.978195575521427,
177,rot180,geometry,0,265,61194,13.978195575521427,
177,rot90_ccw_py,geometry,0,265,61194,13.978195575521427,
177,rot90_cw_py,geometry,0,265,61194,13.978195575521427,
177,transpose,geometry,0,265,61194,13.978195575521427,
33,flip_lr,geometry,0,265,55161,14.081988539178049,
33,flip_ud,geometry,0,265,55161,14.081988539178049,
33,identity,geometry,0,265,55161,14.081988539178049,
33,rot180,geometry,0,265,55161,14.081988539178049,
33,rot90_ccw_py,geometry,0,265,55161,14.081988539178049,
33,rot90_cw_py,geometry,0,265,55161,14.081988539178049,
33,transpose,geometry,0,265,55161,14.081988539178049,
4,flip_lr,geometry,0,265,55020,14.084547965521434,
4,flip_ud,geometry,0,265,55020,14.084547965521434,
4,identity,geometry,0,265,55020,14.084547965521434,
4,rot180,geometry,0,265,55020,14.084547965521434,
4,rot90_ccw_py,geometry,0,265,55020,14.084547965521434,
4,rot90_cw_py,geometry,0,265,55020,14.084547965521434,
4,transpose,geometry,0,265,55020,14.084547965521434,
363,flip_lr,geometry,0,265,54241,14.098807640977503,
363,flip_ud,geometry,0,265,54241,14.098807640977503,
363,identity,geometry,0,265,54241,14.098807640977503,
363,rot180,geometry,0,265,54241,14.098807640977503,
363,rot90_ccw_py,geometry,0,265,54241,14.098807640977503,
363,rot90_cw_py,geometry,0,265,54241,14.098807640977503,
363,transpose,geometry,0,265,54241,14.098807640977503,
192,flip_lr,geometry,0,265,51968,14.14161657647865,
192,flip_ud,geometry,0,265,51968,14.14161657647865,
192,identity,geometry,0,265,51968,14.14161657647865,
192,rot180,geometry,0,265,51968,14.14161657647865,
192,rot90_ccw_py,geometry,0,265,51968,14.14161657647865,
192,rot90_cw_py,geometry,0,265,51968,14.14161657647865,
192,transpose,geometry,0,265,51968,14.14161657647865,
213,flip_lr,geometry,0,265,50225,14.175731810316865,
213,flip_ud,geometry,0,265,50225,14.175731810316865,
213,identity,geometry,0,265,50225,14.175731810316865,
213,rot180,geometry,0,265,50225,14.175731810316865,
213,rot90_ccw_py,geometry,0,265,50225,14.175731810316865,
213,rot90_cw_py,geometry,0,265,50225,14.175731810316865,
213,transpose,geometry,0,265,50225,14.175731810316865,
253,flip_lr,geometry,0,265,48269,14.215455188361384,
253,flip_ud,geometry,0,265,48269,14.215455188361384,
253,identity,geometry,0,265,48269,14.215455188361384,
253,rot180,geometry,0,265,48269,14.215455188361384,
253,rot90_ccw_py,geometry,0,265,48269,14.215455188361384,
253,rot90_cw_py,geometry,0,265,48269,14.215455188361384,
253,transpose,geometry,0,265,48269,14.215455188361384,
219,flip_lr,geometry,0,265,47688,14.227564927100238,
219,flip_ud,geometry,0,265,47688,14.227564927100238,
219,identity,geometry,0,265,47688,14.227564927100238,
219,rot180,geometry,0,265,47688,14.227564927100238,
219,rot90_ccw_py,geometry,0,265,47688,14.227564927100238,
219,rot90_cw_py,geometry,0,265,47688,14.227564927100238,
219,transpose,geometry,0,265,47688,14.227564927100238,
92,flip_lr,geometry,0,265,46289,14.25734036914603,
92,flip_ud,geometry,0,265,46289,14.25734036914603,
92,identity,geometry,0,265,46289,14.25734036914603,
92,rot180,geometry,0,265,46289,14.25734036914603,
92,rot90_ccw_py,geometry,0,265,46289,14.25734036914603,
92,rot90_cw_py,geometry,0,265,46289,14.25734036914603,
92,transpose,geometry,0,265,46289,14.25734036914603,
215,flip_lr,geometry,0,265,38094,14.452187931601495,
215,flip_ud,geometry,0,265,38094,14.452187931601495,
215,identity,geometry,0,265,38094,14.452187931601495,
215,rot180,geometry,0,265,38094,14.452187931601495,
215,rot90_ccw_py,geometry,0,265,38094,14.452187931601495,
215,rot90_cw_py,geometry,0,265,38094,14.452187931601495,
215,transpose,geometry,0,265,38094,14.452187931601495,
27,flip_lr,geometry,0,265,36791,14.486991470971319,
27,flip_ud,geometry,0,265,36791,14.486991470971319,
27,identity,geometry,0,265,36791,14.486991470971319,
27,rot180,geometry,0,265,36791,14.486991470971319,
27,rot90_ccw_py,geometry,0,265,36791,14.486991470971319,
27,rot90_cw_py,geometry,0,265,36791,14.486991470971319,
27,transpose,geometry,0,265,36791,14.486991470971319,
351,flip_lr,geometry,0,265,35154,14.532506311227156,
351,flip_ud,geometry,0,265,35154,14.532506311227156,
351,identity,geometry,0,265,35154,14.532506311227156,
351,rot180,geometry,0,265,35154,14.532506311227156,
351,rot90_ccw_py,geometry,0,265,35154,14.532506311227156,
351,rot90_cw_py,geometry,0,265,35154,14.532506311227156,
351,transpose,geometry,0,265,35154,14.532506311227156,
278,flip_lr,geometry,0,265,34383,14.55468246483519,
278,flip_ud,geometry,0,265,34383,14.55468246483519,
278,identity,geometry,0,265,34383,14.55468246483519,
278,rot180,geometry,0,265,34383,14.55468246483519,
278,rot90_ccw_py,geometry,0,265,34383,14.55468246483519,
278,rot90_cw_py,geometry,0,265,34383,14.55468246483519,
278,transpose,geometry,0,265,34383,14.55468246483519,
368,flip_lr,geometry,0,265,32339,14.615970788806473,
368,flip_ud,geometry,0,265,32339,14.615970788806473,
368,identity,geometry,0,265,32339,14.615970788806473,
368,rot180,geometry,0,265,32339,14.615970788806473,
368,rot90_ccw_py,geometry,0,265,32339,14.615970788806473,
368,rot90_cw_py,geometry,0,265,32339,14.615970788806473,
368,transpose,geometry,0,265,32339,14.615970788806473,
57,flip_lr,geometry,0,265,29304,14.71452069554135,
57,flip_ud,geometry,0,265,29304,14.71452069554135,
57,identity,geometry,0,265,29304,14.71452069554135,
57,rot180,geometry,0,265,29304,14.71452069554135,
57,rot90_ccw_py,geometry,0,265,29304,14.71452069554135,
57,rot90_cw_py,geometry,0,265,29304,14.71452069554135,
57,transpose,geometry,0,265,29304,14.71452069554135,
75,flip_lr,geometry,0,265,28487,14.742796878157792,
75,flip_ud,geometry,0,265,28487,14.742796878157792,
75,identity,geometry,0,265,28487,14.742796878157792,
75,rot180,geometry,0,265,28487,14.742796878157792,
75,rot90_ccw_py,geometry,0,265,28487,14.742796878157792,
75,rot90_cw_py,geometry,0,265,28487,14.742796878157792,
75,transpose,geometry,0,265,28487,14.742796878157792,
156,flip_lr,geometry,0,265,26552,14.81313964660019,
156,flip_ud,geometry,0,265,26552,14.81313964660019,
