label,name,dur,output_type_shape
strict_exp005,InsertedPrecisionFreeCast_safe_name_14,90,"[{""float"": []}]"
strict_exp005,safe_name_25,36,"[{""uint8"": [1, 10, 30, 30]}]"
strict_exp005,safe_name_261,26,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_262,23,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_263,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_267,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_258,19,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_259,19,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_260,22,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_266,23,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_255,19,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_256,19,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_257,22,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_265,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_252,19,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_253,19,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_254,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_264,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_62,19,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_248,18,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_249,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_250,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_10,18,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_8,19,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_9,18,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_30,20,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_215,19,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_216,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_237,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_35,20,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_29,19,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_34,20,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_28,21,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_33,19,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_27,22,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_32,21,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_26,22,"[{""uint8"": [1, 1, 30, 30]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_31,74,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_36,85,"[{""float"": [1, 1, 30, 30]}]"
strict_exp005,safe_name_43,47,"[{""float"": [1, 1, 1, 30]}]"
strict_exp005,safe_name_44,22,"[{""float"": [30]}]"
strict_exp005,safe_name_45,31,"[{""int64"": [1]}]"
strict_exp005,safe_name_49,28,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_37,27,"[{""float"": [1, 1, 30, 1]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_37,19,"[{""float16"": [1, 1, 30, 1]}]"
strict_exp005,safe_name_38,18,"[{""float16"": [30]}]"
strict_exp005,safe_name_40,19,"[{""float16"": [30]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_40,17,"[{""float"": [30]}]"
strict_exp005,safe_name_41,18,"[{""int64"": [1]}]"
strict_exp005,safe_name_42,19,"[{""int64"": [1]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_38,29,"[{""float"": [30]}]"
strict_exp005,safe_name_39,20,"[{""int64"": [1]}]"
strict_exp005,safe_name_46,20,"[{""int64"": [1]}]"
strict_exp005,safe_name_47,25,"[{""int64"": [1]}]"
strict_exp005,safe_name_57,25,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_54,21,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_55,83,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_59,37,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_48,23,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_56,82,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_52,27,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_53,22,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_58,36,"[{""bool"": [10, 10]}]"
strict_exp005,safe_name_60,24,"[{""bool"": [10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_61,32,"[{""float"": [10, 10]}]"
strict_exp005,safe_name_217,33,"[{""uint8"": [1, 1, 900]}]"
strict_exp005,safe_name_51,23,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_95,21,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_96,26,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_97,28,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_50,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_91,20,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_92,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_100,23,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_225,23,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_233,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_85,20,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_87,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_98,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_224,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_232,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_84,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_86,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_88,20,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_93,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_223,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_231,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_89,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_222,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_230,21,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_77,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_78,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_79,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_73,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_74,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_82,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_221,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_229,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_67,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_69,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_80,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_220,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_228,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_66,18,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_68,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_70,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_75,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_219,22,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_227,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_71,19,"[{""int64"": [10, 10]}]"
strict_exp005,safe_name_218,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_226,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_234,35,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_235,27,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_236,31,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_238,21,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_239,19,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_240,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_241,34,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_242,24,"[{""bool"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_243,33,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_244,21,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_184,21,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_185,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_206,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_186,19,"[{""uint8"": [1, 1, 900]}]"
strict_exp005,safe_name_194,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_202,28,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_193,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_201,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_192,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_200,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_191,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_199,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_190,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_198,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_189,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_197,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_188,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_196,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_187,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_195,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_203,31,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_204,19,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_205,22,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_207,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_208,19,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_209,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_210,20,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_211,19,"[{""bool"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_212,19,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_213,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_153,20,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_154,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_175,27,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_155,19,"[{""uint8"": [1, 1, 900]}]"
strict_exp005,safe_name_163,21,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_171,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_162,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_170,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_161,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_169,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_160,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_168,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_159,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_167,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_158,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_166,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_157,19,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_165,17,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_156,20,"[{""uint8"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_164,20,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_172,32,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_173,20,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_174,26,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_176,19,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_177,19,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_178,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_179,19,"[{""float"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_180,19,"[{""bool"": [1, 1, 1, 1]}]"
strict_exp005,safe_name_181,18,"[{""bool"": [1, 1, 10, 10]}]"
strict_exp005,InsertedPrecisionFreeCast_safe_name_182,18,"[{""float"": [1, 1, 10, 10]}]"
strict_exp005,safe_name_122,20,"[{""uint8"": [1, 1, 10, 30]}]"
strict_exp005,safe_name_123,20,"[{""uint8"": [1, 1, 10, 10]}]"
